"caseid","casestr","year","config","veh_no","veh_year","veh_make","veh_model","veh_wt","veh_plane","veh_severity","front_ab","edr_cdc","edr_deploy","edr_speed","edr_dV_long","event_no","sw_deploy"
"173007842","2004-12-163","2004","Angle/sideswipe",2,2001,"CHEVROLET","S-10 BLAZER, BLAZER","1899","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",34,-22.82,1,"Deployed"
"174007330","2004-13-239","2004","Angle/sideswipe",1,2003,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1375","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FDEW02","Deployment",5,-19,1,"Deployed"
"173007841","2004-12-162","2004","Angle/sideswipe",2,1996,"PONTIAC","GRAND AM","1340","Right","Severe","Deployed during crash (as a result of impact)","Event# 1 02RDAW05","Deployment",NA,-19.31,1,"Deployed"
"174007153","2004-13-187","2004","Rear end",1,1999,"PONTIAC","GRAND PRIX (FWD)","1549","Back","Moderate","Not deployed","Event# 1 06BYEW03","Non Deployment",0,0,1,"Not deployed"
"173007382","2004-12-066","2004","Rear end",2,2002,"BUICK","REGAL","1563","Back","Moderate","Not deployed","Event# 1 06BZEW04","Non Deployment",3,0,1,"Not deployed"
"159007674","2004-75-076","2004","Angle/sideswipe",2,2001,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FZEW02","Deployment",1,-9.73,1,"Deployed"
"162007809","2004-73-166","2004","Angle/sideswipe",1,2001,"CHEVROLET","MALIBU (1997+)","1390","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LPEW04","Non Deployment",16,-17.99,1,"Deployed"
"162007351","2004-73-057","2004","Head-on",2,2001,"OLDSMOBILE","ALERO","1391","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW01","Deployment",6,-16.9,1,"Deployed"
"173007502","2004-12-089","2004","Angle/sideswipe",2,2003,"CHEVROLET","IMPALA/CAPRICE","1572","Left","Unknown","Not deployed","Event# 1 09LZEW01","Non Deployment",32,-1.86,1,"Not deployed"
"174006985","2004-13-133","2004","Angle/sideswipe",1,1998,"BUICK","ELECTRA/ELECTRA 225/PARK AVENUE (91-ON)","1696","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 81FDEW03","Deployment",NA,-1.1,1,"Deployed"
"195008232","2004-74-261","2004","Rear end",1,2000,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1182","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Deployment",18,-9.7,1,"Deployed"
"530002307","2004-47-045","2004","Angle/sideswipe",1,1997,"CHEVROLET","CORVETTE","1472","Right","Moderate","Not deployed","Event# 1 05RYEW02","Non Deployment",NA,0,1,"Not deployed"
"149007231","2004-02-083","2004","Object off road",1,2002,"CHEVROLET","CAMARO","1507","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 11LPAW03","Deployment",8,-17.55,1,"Deployed"
"613007428","2004-48-052","2004","Rollover",1,2002,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2235","Top","Moderate","Not deployed","Event# 1 00TDDO02","Non Deployment",5,-3.95,1,"Not deployed"
"613007409","2004-48-048","2004","Rollover",1,1999,"GMC","JIMMY/TYPHOON/ENVOY","1756","Top","Moderate","Not deployed","Event# 1 00TDDO03","Non Deployment",NA,-0.44,1,"Not deployed"
"613007408","2004-48-047","2004","Rear end",1,1999,"SATURN","SC","1074","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 00FDEW02","Deployment",NA,-16.62,1,"Deployed"
"114006240","2004-05-062","2004","Angle/sideswipe",1,1998,"CHEVROLET","MALIBU (1997+)","1384","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-15.14,1,"Deployed"
"909002837","2004-47-131","2004","Rear end",1,2001,"MERCURY","SABLE","1535","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Deployment",NA,-6.15,1,"Deployed"
"174007534","2004-13-286","2004","Rollover",1,1999,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2382","Top","Moderate","Not deployed","Event# 1 00TYDO03","Non Deployment",NA,-1.76,1,"Not deployed"
"169008279","2004-11-240","2004","Angle/sideswipe",2,2002,"CHEVROLET","S-10 BLAZER, BLAZER","1638","Front","Moderate","Not deployed","Event# 1 72FDEW02","Non Deployment",11,-7.02,1,"Not deployed"
"174006628","2004-13-020","2004","Angle/sideswipe",2,1996,"PONTIAC","GRAND AM","1340","Front","Moderate","Not deployed","Event# 1 12FRME04","Non Deployment",NA,-4.61,1,"Not deployed"
"162007608","2004-73-121","2004","Angle/sideswipe",1,2002,"GMC","C, K, R, V-SERIES PICKUP","2102","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12F99999","Non Deployment",32,-8.78,1,"Deployed"
"448007801","2004-08-224","2004","Angle/sideswipe",1,2004,"PONTIAC","GRAND AM","1393","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 01FZEW02","Deployment",22,-21.5,2,"Deployed"
"334007397","2004-06-144","2004","Angle/sideswipe",1,2002,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1061","Right","Moderate","Not deployed","Event# 1 03RYEW02","Non Deployment",11,-8.34,1,"Not deployed"
"909002569","2004-47-081","2004","Rear end",2,2002,"PONTIAC","GRAND AM","1403","Back","Moderate","Not deployed","Event# 1 06BYEW03","Non Deployment",13,-7.02,1,"Not deployed"
"613007530","2004-48-081","2004","Angle/sideswipe",2,2000,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",48,-19.99,1,"Deployed"
"152007723","2004-08-207","2004","Rear end",1,2000,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Non Deployment",25,-10.76,1,"Deployed"
"613007688","2004-48-147","2004","Rear end",1,2004,"CHEVROLET","G-SERIES VAN","2130","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",44,-16.43,1,"Deployed"
"360002647","2004-50-098","2004","Angle/sideswipe",2,2001,"CHEVROLET","C, K, R, V-SERIES PICKUP","1921","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 70FDEW02","Deployment",16,-6.23,1,"Deployed"
"151007843","2004-49-266","2004","Object off road",1,2002,"GMC","S15/T15/SONOMA","1496","Left","Moderate","Not deployed","Event# 1 10LFEW02","Non Deployment",6,-2.63,1,"Not deployed"
"334007417","2004-06-147","2004","Angle/sideswipe",2,1998,"BUICK","CENTURY","1525","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LYEW01","Deployment",NA,-5.49,1,"Deployed"
"168007218","2004-09-021","2004","Angle/sideswipe",2,2003,"CHEVROLET","MALIBU (1997+)","1407","Left","Moderate","Not deployed","Event# 1 10LZEW03","Non Deployment",3,-1.76,1,"Not deployed"
"613007890","2004-48-237","2004","Object off road",1,1997,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2226","Right","Moderate","Deployed during crash (as a result of impact)","Event# 3 61RYAW04","Deployment",NA,-1.1,3,"Deployed"
"448007824","2004-08-231","2004","Rear end",1,2001,"CHEVROLET","S-10 BLAZER, BLAZER","1903","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",34,-13.54,1,"Deployed"
"613007671","2004-48-141","2004","Head-on",2,1999,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2050","Front","Moderate","Not deployed","Event# 1 01FREW02","Non Deployment",NA,-10.75,1,"Not deployed"
"168008119","2004-09-253","2004","Angle/sideswipe",2,2002,"CHEVROLET","IMPALA/CAPRICE","1552","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 81FDEW03","Deployment",NA,-11.47,1,"Deployed"
"173007665","2004-12-123","2004","Angle/sideswipe",2,2002,"CHEVROLET","CAVALIER","1214","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RFEW03","Deployment",7,-10.09,1,"Deployed"
"173007301","2004-12-052","2004","Object off road",1,2001,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1651","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FYEW03","Deployment",42,-28.52,2,"Deployed"
"173007302","2004-12-053","2004","Angle/sideswipe",2,1997,"PONTIAC","GRAND AM","1339","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 99F9E999","Deployment",NA,-26.77,1,"Deployed"
"179008074","2004-45-239","2004","Rollover",1,1996,"CHEVROLET","CAVALIER","1214","Right","Moderate","Not deployed","Event# 1 03RPAW03","Non Deployment",NA,-22,1,"Not deployed"
"159007113","2004-75-005","2004","Head-on",1,1996,"CHEVROLET","GEO TRACKER","1182","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FREE07","Deployment",NA,-1.1,1,"Deployed"
"910002584","2004-50-086","2004","Angle/sideswipe",1,2004,"BUICK","ELECTRA/ELECTRA 225/PARK AVENUE (91-ON)","1738","Unknown","Unknown","Not deployed","Event# 1 99999999","Non Deployment",14,-3.07,1,"Not deployed"
"613007651","2004-48-132","2004","Angle/sideswipe",2,1998,"PONTIAC","GRAND PRIX (FWD)","1540","Front","Moderate","Not deployed","Event# 1 01FZEW99","Non Deployment",NA,-8.78,1,"Not deployed"
"597007705","2004-76-129","2004","Object off road",1,2002,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2235","Top","Moderate","Not deployed","Event# 1 00TDDO05","Non Deployment",12,-0.44,1,"Not deployed"
"179007312","2004-45-050","2004","Head-on",2,2001,"CHEVROLET","CAMARO","1508","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FDEW04","Deployment",54,-45.86,1,"Deployed"
"178008007","2004-43-087","2004","Rear end",1,2000,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW01","Deployment",43,-14.93,1,"Deployed"
"178008007","2004-43-087","2004","Rear end",2,1996,"CHEVROLET","GEO METRO","820","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 06BZEW05","Deployment",NA,-28.96,1,"Deployed"
"178008007","2004-43-087","2004","Rear end",3,1999,"BUICK","LESABRE/CENTURION/WILDCAT","1562","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FYEW03","Deployment",NA,-27.86,2,"Deployed"
"908002047","2004-42-004","2004","Head-on",1,2002,"CHEVROLET","S-10/T-10","1471","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",24,-21.94,1,"Deployed"
"334007356","2004-06-137","2004","Rear end",1,2002,"CHEVROLET","G-SERIES VAN","2137","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW05","Deployment",NA,-24.57,1,"Deployed"
"910002709","2004-50-109","2004","Rear end",1,2002,"CADILLAC","DEVILLE/FLEETWOOD","1822","Front","Unknown","Not deployed","Event# 1 12F99999","Non Deployment",26,-2.17,1,"Not deployed"
"169007773","2004-11-115","2004","Angle/sideswipe",1,1999,"SATURN","SL","1083","Left","Moderate","Not deployed","Event# 1 09LYEW01","Deployment",NA,-4.08,1,"Not deployed"
"173007762","2004-12-143","2004","Angle/sideswipe",1,1996,"GMC","G-SERIES VAN","2289","Right","Minor","Not deployed","Event# 1 01RZEW03","Non Deployment",NA,-0.88,1,"Not deployed"
"173007762","2004-12-143","2004","Angle/sideswipe",2,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FZEW01","Deployment",45,-11.78,1,"Deployed"
"173007763","2004-12-144","2004","Angle/sideswipe",1,2004,"PONTIAC","GRAND PRIX (FWD)","1625","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW02","Deployment",46,-14.04,1,"Deployed"
"173007561","2004-12-101","2004","Head-on",1,2001,"CHEVROLET","C, K, R, V-SERIES PICKUP","2151","Left","Moderate","Deployed during crash (as a result of impact)","Event# 2 10LBWN01","Deployment",71,-4.39,2,"Deployed"
"173007843","2004-12-164","2004","Angle/sideswipe",2,2002,"BUICK","REGAL (FWD)","1560","Left","Moderate","Not deployed","Event# 1 11LZEW02","Non Deployment",19,-3.07,1,"Not deployed"
"173007804","2004-12-152","2004","Object off road",1,2000,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FREE03","Deployment",17,-19.16,1,"Deployed"
"174007313","2004-13-236","2004","Angle/sideswipe",1,2000,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1515","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW02","Deployment",44,-21.6,1,"Deployed"
"174007291","2004-13-227","2004","Angle/sideswipe",1,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2234","Left","Moderate","Not deployed","Event# 1 09LBEW02","Non Deployment",9,0,1,"Not deployed"
"174007274","2004-13-222","2004","Rollover",1,1999,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1500","Top","Moderate","Not deployed","Event# 1 00TYDO03","Non Deployment",NA,0,1,"Not deployed"
"180007552","2004-04-130","2004","Angle/sideswipe",1,2003,"OLDSMOBILE","ALERO","1343","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW01","Deployment",23,-5.7,1,"Deployed"
"613007650","2004-48-131","2004","Angle/sideswipe",2,1996,"PONTIAC","GRAND AM","1340","Left","Moderate","Not deployed","Event# 1 10LYEW03","Non Deployment",NA,-5.7,1,"Not deployed"
"159007754","2004-75-095","2004","Angle/sideswipe",1,1999,"CHEVROLET","S-10/T-10","1434","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Deployment",NA,-20.4,1,"Deployed"
"178007928","2004-43-051","2004","Angle/sideswipe",2,1999,"CHEVROLET","MALIBU (1997+)","1384","Left","Moderate","Not deployed","Event# 1 07LFEW02","Non Deployment",NA,0,1,"Not deployed"
"195008090","2004-74-226","2004","Angle/sideswipe",1,2002,"CHEVROLET","CAVALIER","1200","Left","Moderate","Not deployed","Event# 2 08LYAW02","Non Deployment",39,-2.63,2,"Not deployed"
"149007514","2004-02-123","2004","Angle/sideswipe",1,2001,"CHEVROLET","IMPALA/CAPRICE","1572","Left","Moderate","Not deployed","Event# 1 68LZEW03","Non Deployment",16,0,1,"Not deployed"
"180007554","2004-04-132","2004","Angle/sideswipe",2,1998,"OLDSMOBILE","DELTA 88","1567","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 11FDEW03","Deployment",NA,-20.84,1,"Deployed"
"156008155","2004-79-167","2004","Angle/sideswipe",2,2003,"CHEVROLET","AVALANCHE","2512","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",22,-12.4,1,"Deployed"
"536007905","2004-76-154","2004","Rollover",1,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","1957","Top","Moderate","Not deployed","Event# 1 00TDDO03","Non Deployment",53,-4.83,1,"Not deployed"
"157007862","2004-78-097","2004","Rollover",1,2002,"CHEVROLET","TRAILBLAZER (2003+)","2049","Top","Severe","Not deployed","Event# 1 00TDDO04","Non Deployment",50,-1.55,1,"Not deployed"
"150007348","2004-82-103","2004","Object off road",1,2003,"FORD","CROWN VICTORIA","1840","Front","Unknown","Deployed during crash (as a result of impact)","Event# 2 12FZEN02","Deployment",NA,-12.66,2,"Deployed"
"613007169","2004-48-010","2004","Angle/sideswipe",1,2001,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1064","Left","Moderate","Not deployed","Event# 1 07LDAW03","Non Deployment",15,0,1,"Not deployed"
"152006835","2004-08-001","2004","Head-on",1,2001,"CHEVROLET","IMPALA/CAPRICE","1608","Front","Moderate","Not deployed","Event# 1 12FREE04","Non Deployment",26,-11.47,1,"Not deployed"
"613007625","2004-48-121","2004","Angle/sideswipe",1,1996,"SATURN","SL","1098","Front","Minor","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Non Deployment",NA,-0.22,1,"Deployed"
"910002808","2004-50-123","2004","Head-on",1,2004,"CHEVROLET","CAVALIER","1217","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW01","Deployment",1,-4.39,1,"Deployed"
"151007203","2004-49-096","2004","Rear end",1,2004,"CHEVROLET","IMPALA/CAPRICE","1577","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 11FDEW03","Deployment",32,-22.94,1,"Deployed"
"152007642","2004-08-187","2004","Object off road",1,2003,"CHEVROLET","S-10/T-10","1451","Front","Moderate","Not deployed","Event# 1 12FREE01","Non Deployment",11,-6.58,1,"Not deployed"
"173007184","2004-12-028","2004","Angle/sideswipe",1,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","2130","Left","Moderate","Not deployed","Event# 1 03RBEW01","Non Deployment",79,-0.44,1,"Not deployed"
"163007998","2004-72-131","2004","Head-on",1,2000,"BUICK","CENTURY","1528","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FREE06","Deployment",6,-7.2,1,"Deployed"
"151007075","2004-49-033","2004","Angle/sideswipe",2,1994,"CHEVROLET","IMPALA/CAPRICE","1831","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW99","Deployment",NA,-21.06,1,"Deployed"
"151007055","2004-49-028","2004","Angle/sideswipe",1,2001,"OLDSMOBILE","AURORA","1685","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FREE02","Deployment",17,-9.22,1,"Deployed"
"167006693","2004-03-092","2004","Angle/sideswipe",2,2004,"BUICK","RENDEZVOUS","1792","Left","Moderate","Not deployed","Event# 1 10LZEW02","Non Deployment",0,0,1,"Not deployed"
"114006199","2004-05-052","2004","Angle/sideswipe",1,2001,"BUICK","REGAL","1563","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREE05","Deployment",53,-7.2,1,"Deployed"
"613008009","2004-48-277","2004","Angle/sideswipe",3,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","2102","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 11FDEW03","Deployment",35,-10.53,2,"Deployed"
"173007822","2004-12-157","2004","Head-on",2,2004,"CHEVROLET","IMPALA/CAPRICE","1552","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FLEW02","Deployment",9,-21.08,1,"Deployed"
"174007471","2004-13-270","2004","Angle/sideswipe",1,1999,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1384","Left","Minor","Not deployed","Event# 1 09LZAW02","Non Deployment",NA,-0.44,1,"Not deployed"
"169008222","2004-11-229","2004","Angle/sideswipe",1,2000,"CHEVROLET","MALIBU (1997+)","1384","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW02","Deployment",0,-7.09,1,"Deployed"
"173007821","2004-12-156","2004","Rollover",1,1999,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2382","Top","Moderate","Not deployed","Event# 1 00TYDO03","Non Deployment",NA,-5.7,1,"Not deployed"
"177007825","2004-41-148","2004","Angle/sideswipe",2,2003,"CHEVROLET","TRAILBLAZER (2003+)","2812","Top","Moderate","Not deployed","Event# 1 10LDEW02","Non Deployment",49,-4.65,1,"Not deployed"
"178007865","2004-43-023","2004","Angle/sideswipe",1,1995,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1500","Top","Moderate","Not deployed","Event# 1 01FYEW01","Non Deployment",NA,-10.97,1,"Not deployed"
